iter	TotalF1	MultiClass
885	0.5202676664	0.9334354424
886	0.5203093955	0.9334128101
887	0.5202919867	0.9333981958
888	0.5203476916	0.9333727381
889	0.52027392	0.9333632021
890	0.5202647738	0.9333365803
891	0.5202191723	0.933317083
892	0.5202082996	0.9332996304
893	0.5202292095	0.9332891919
894	0.5203550705	0.9332684288
895	0.520246332	0.9332544974
896	0.5202532376	0.9332418382
897	0.5202725777	0.933207094
898	0.5202560826	0.9332016172
899	0.5202695572	0.9331827468
900	0.520274315	0.933178272
901	0.5203111313	0.9331579807
902	0.5203165078	0.9331373185
903	0.520359571	0.9331155311
904	0.5203409777	0.933101769
905	0.5204231686	0.9330786957
906	0.5204149268	0.9330688323
907	0.5204687723	0.9330532626
908	0.5204779877	0.9330452229
909	0.5204548154	0.9330193481
910	0.520515617	0.9330035355
911	0.5204963944	0.9330007764
912	0.5204923408	0.932987785
913	0.5204016178	0.932966761
914	0.5203579297	0.9329544289
915	0.5204443917	0.9329376454
916	0.520445805	0.9329164772
917	0.5203770849	0.9328998135
918	0.5204819954	0.9328834426
919	0.5205364803	0.9328615006
920	0.520541155	0.9328489834
921	0.5205439305	0.9328187306
922	0.5204949837	0.9328012236
923	0.5205339058	0.932792796
924	0.5205501835	0.9327776513
925	0.5205855821	0.9327596355
926	0.5206244398	0.9327431527
927	0.5206711681	0.9327238026
928	0.5207043064	0.9327170696
929	0.5207704548	0.9327038858
930	0.5206961088	0.932686963
931	0.5206774415	0.9326608449
932	0.5208196762	0.9326433131
933	0.520894567	0.9326242335
934	0.5209037197	0.9326088545
935	0.5209740218	0.932587796
936	0.521002288	0.9325655968
937	0.5209863811	0.9325571921
938	0.5209638267	0.9325508009
939	0.5209911984	0.932535236
940	0.5209694609	0.9325281434
941	0.5210167086	0.9325033381
942	0.5210362551	0.9324781276
943	0.5210883392	0.9324504479
944	0.5210920588	0.9324355808
945	0.5211462863	0.9324162908
946	0.5211000572	0.9324074513
947	0.521094429	0.9323808111
948	0.521076107	0.9323677968
949	0.5210780347	0.9323493576
950	0.521168296	0.9323238079
951	0.5212630935	0.9323022486
952	0.5212092279	0.9322831069
953	0.5212706774	0.9322670491
954	0.5213710461	0.9322503201
955	0.5213249961	0.9322267496
956	0.5213523685	0.9322131857
957	0.5213192115	0.9321935433
958	0.5213258329	0.9321728555
959	0.5213547307	0.9321592562
960	0.5214131109	0.9321455497
961	0.5214605694	0.9321241344
962	0.5214447493	0.9321191921
963	0.5214547137	0.9321053972
964	0.5215162072	0.9320757746
965	0.5215156865	0.9320632785
966	0.521476514	0.9320497829
967	0.5215720925	0.9320219867
968	0.5215675951	0.9320058679
969	0.5216096739	0.9319951976
970	0.5216443614	0.9319685002
971	0.5216289583	0.9319467284
972	0.5216078522	0.9319393522
973	0.5216589014	0.9319215978
974	0.5217370409	0.931907118
975	0.5217621741	0.9318962845
976	0.5218827483	0.931879624
977	0.5219904246	0.9318573122
978	0.5220260004	0.9318445362
979	0.5219653504	0.9318329413
980	0.5219494809	0.9318142849
981	0.5219618412	0.9318067227
982	0.5219982398	0.9317853339
983	0.522096323	0.9317544997
984	0.5220304499	0.9317317611
985	0.5220249114	0.9317227589
986	0.5219367296	0.9317118215
987	0.5219560471	0.9316952183
988	0.5220358115	0.9316745709
989	0.5219711661	0.9316597433
990	0.5219975557	0.9316450489
991	0.5220372244	0.9316285986
992	0.5220914892	0.9316079202
993	0.5221411103	0.9315863451
994	0.5222252154	0.9315728059
995	0.5222193354	0.9315614096
996	0.5221975991	0.931547968
997	0.5221915862	0.931543897
998	0.5221764633	0.9315312652
999	0.5222177227	0.9315127235
